[2026-04-04 11:47:38] Unknown Attack (Anomaly) | 192.168.1.219 → 10.0.0.27 | conf=0.6 | Isolation Forest (override)
[2026-04-04 12:23:39] Unknown Anomaly | 192.168.1.233 → 10.0.0.43 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:40] Unknown Anomaly | 192.168.1.36 → 10.0.0.5 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:41] Unknown Anomaly | 192.168.1.144 → 10.0.0.21 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:42] Unknown Anomaly | 192.168.1.205 → 10.0.0.49 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:43] Unknown Anomaly | 192.168.1.254 → 10.0.0.24 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:44] Unknown Anomaly | 192.168.1.240 → 10.0.0.33 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:45] Unknown Anomaly | 192.168.1.166 → 10.0.0.28 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:45] Unknown Anomaly | 192.168.1.235 → 10.0.0.11 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:46] Unknown Anomaly | 192.168.1.160 → 10.0.0.4 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:47] Unknown Anomaly | 192.168.1.203 → 10.0.0.45 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:48] Unknown Anomaly | 192.168.1.188 → 10.0.0.23 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:48] Unknown Anomaly | 192.168.1.230 → 10.0.0.7 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:49] Unknown Anomaly | 192.168.1.25 → 10.0.0.4 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:50] Unknown Anomaly | 192.168.1.126 → 10.0.0.22 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:50] Unknown Anomaly | 192.168.1.169 → 10.0.0.28 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:51] Unknown Anomaly | 192.168.1.103 → 10.0.0.50 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:52] Unknown Anomaly | 192.168.1.29 → 10.0.0.10 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:52] Unknown Anomaly | 192.168.1.58 → 10.0.0.11 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:53] Unknown Anomaly | 192.168.1.110 → 10.0.0.24 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:54] Unknown Anomaly | 192.168.1.164 → 10.0.0.7 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:55] Unknown Anomaly | 192.168.1.130 → 10.0.0.48 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:56] Unknown Anomaly | 192.168.1.185 → 10.0.0.48 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:57] Unknown Anomaly | 192.168.1.194 → 10.0.0.7 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:58] Unknown Anomaly | 192.168.1.196 → 10.0.0.39 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:23:59] Unknown Anomaly | 192.168.1.90 → 10.0.0.46 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:00] Unknown Anomaly | 192.168.1.67 → 10.0.0.39 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:01] Unknown Anomaly | 192.168.1.176 → 10.0.0.12 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:03] Unknown Anomaly | 192.168.1.213 → 10.0.0.3 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:04] Unknown Anomaly | 192.168.1.66 → 10.0.0.46 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:05] Unknown Anomaly | 192.168.1.143 → 10.0.0.29 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:06] Unknown Anomaly | 192.168.1.29 → 10.0.0.32 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:08] Unknown Anomaly | 192.168.1.7 → 10.0.0.25 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:08] Unknown Anomaly | 192.168.1.206 → 10.0.0.10 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:09] Unknown Anomaly | 192.168.1.89 → 10.0.0.26 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:09] Unknown Anomaly | 192.168.1.77 → 10.0.0.50 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:10] Unknown Anomaly | 192.168.1.40 → 10.0.0.2 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:11] Unknown Anomaly | 192.168.1.22 → 10.0.0.21 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:12] Unknown Anomaly | 192.168.1.216 → 10.0.0.2 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:13] Unknown Anomaly | 192.168.1.109 → 10.0.0.39 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:14] Unknown Anomaly | 192.168.1.156 → 10.0.0.42 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:15] Unknown Anomaly | 192.168.1.211 → 10.0.0.24 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:15] Unknown Anomaly | 192.168.1.217 → 10.0.0.37 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:16] Unknown Anomaly | 192.168.1.7 → 10.0.0.24 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:17] Unknown Anomaly | 192.168.1.176 → 10.0.0.49 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:17] Unknown Anomaly | 192.168.1.72 → 10.0.0.39 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:19] Unknown Anomaly | 192.168.1.184 → 10.0.0.3 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:19] Unknown Anomaly | 192.168.1.202 → 10.0.0.30 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:20] Unknown Anomaly | 192.168.1.3 → 10.0.0.14 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:21] Unknown Anomaly | 192.168.1.39 → 10.0.0.10 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:22] Unknown Anomaly | 192.168.1.49 → 10.0.0.5 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:22] Unknown Anomaly | 192.168.1.143 → 10.0.0.20 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:23] Unknown Anomaly | 192.168.1.135 → 10.0.0.28 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:25] Unknown Anomaly | 192.168.1.21 → 10.0.0.36 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:26] Unknown Anomaly | 192.168.1.119 → 10.0.0.29 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:26] Unknown Anomaly | 192.168.1.102 → 10.0.0.34 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:27] Unknown Anomaly | 192.168.1.224 → 10.0.0.1 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:28] Unknown Anomaly | 192.168.1.206 → 10.0.0.14 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:29] Unknown Anomaly | 192.168.1.40 → 10.0.0.18 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:30] Unknown Anomaly | 192.168.1.113 → 10.0.0.17 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:31] Unknown Anomaly | 192.168.1.225 → 10.0.0.4 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:31] Unknown Anomaly | 192.168.1.98 → 10.0.0.36 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:33] Unknown Anomaly | 192.168.1.222 → 10.0.0.37 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:34] Unknown Anomaly | 192.168.1.248 → 10.0.0.3 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:35] Unknown Anomaly | 192.168.1.224 → 10.0.0.43 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:36] Unknown Anomaly | 192.168.1.19 → 10.0.0.31 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:37] Unknown Anomaly | 192.168.1.114 → 10.0.0.42 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:38] Unknown Anomaly | 192.168.1.137 → 10.0.0.50 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:39] Unknown Anomaly | 192.168.1.67 → 10.0.0.11 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:40] Unknown Anomaly | 192.168.1.46 → 10.0.0.43 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:41] Unknown Anomaly | 192.168.1.216 → 10.0.0.33 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:42] Unknown Anomaly | 192.168.1.189 → 10.0.0.3 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:43] Unknown Anomaly | 192.168.1.115 → 10.0.0.2 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:43] Unknown Anomaly | 192.168.1.138 → 10.0.0.15 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:44] Unknown Anomaly | 192.168.1.208 → 10.0.0.9 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:45] Unknown Anomaly | 192.168.1.232 → 10.0.0.17 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:46] Unknown Anomaly | 192.168.1.75 → 10.0.0.28 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:47] Unknown Anomaly | 192.168.1.20 → 10.0.0.23 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:48] Unknown Anomaly | 192.168.1.174 → 10.0.0.37 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:50] Unknown Anomaly | 192.168.1.12 → 10.0.0.24 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:51] Unknown Anomaly | 192.168.1.177 → 10.0.0.46 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:52] Unknown Anomaly | 192.168.1.201 → 10.0.0.2 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:53] Unknown Anomaly | 192.168.1.156 → 10.0.0.6 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:53] Unknown Anomaly | 192.168.1.105 → 10.0.0.25 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:54] Unknown Anomaly | 192.168.1.27 → 10.0.0.30 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:55] Unknown Anomaly | 192.168.1.141 → 10.0.0.49 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:56] Unknown Anomaly | 192.168.1.88 → 10.0.0.48 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:57] Unknown Anomaly | 192.168.1.192 → 10.0.0.29 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:58] Unknown Anomaly | 192.168.1.147 → 10.0.0.45 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:24:58] Unknown Anomaly | 192.168.1.209 → 10.0.0.41 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:00] Unknown Anomaly | 192.168.1.36 → 10.0.0.35 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:01] Unknown Anomaly | 192.168.1.41 → 10.0.0.32 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:02] Unknown Anomaly | 192.168.1.95 → 10.0.0.24 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:03] Unknown Anomaly | 192.168.1.106 → 10.0.0.2 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:03] Unknown Anomaly | 192.168.1.3 → 10.0.0.20 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:04] Unknown Anomaly | 192.168.1.16 → 10.0.0.9 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:05] Unknown Anomaly | 192.168.1.82 → 10.0.0.36 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:06] Unknown Anomaly | 192.168.1.165 → 10.0.0.36 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:07] Unknown Anomaly | 192.168.1.118 → 10.0.0.50 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:08] Unknown Anomaly | 192.168.1.155 → 10.0.0.3 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:08] Unknown Anomaly | 192.168.1.57 → 10.0.0.3 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:10] Unknown Anomaly | 192.168.1.150 → 10.0.0.44 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:11] Unknown Anomaly | 192.168.1.81 → 10.0.0.29 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:25:12] Unknown Anomaly | 192.168.1.29 → 10.0.0.49 | conf=0.65 | Isolation Forest (override) | action=Logged
[2026-04-04 12:40:42] Unknown Anomaly | 192.168.1.118 → 10.0.0.34 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:43] Unknown Anomaly | 192.168.1.202 → 10.0.0.25 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:45] DoS/DDoS | 192.168.1.17 → 10.0.0.13 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:40:46] Unknown Anomaly | 192.168.1.211 → 10.0.0.32 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:46] DoS/DDoS | 192.168.1.26 → 10.0.0.26 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:40:47] Unknown Anomaly | 192.168.1.188 → 10.0.0.49 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:48] Unknown Anomaly | 192.168.1.138 → 10.0.0.36 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:48] DoS/DDoS | 192.168.1.129 → 10.0.0.30 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:40:50] DoS/DDoS | 192.168.1.179 → 10.0.0.41 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:40:50] Unknown Anomaly | 192.168.1.24 → 10.0.0.3 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:51] Unknown Anomaly | 192.168.1.122 → 10.0.0.18 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:52] DoS/DDoS | 192.168.1.121 → 10.0.0.2 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:40:53] Unknown Anomaly | 192.168.1.66 → 10.0.0.28 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:53] Unknown Anomaly | 192.168.1.172 → 10.0.0.32 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:55] Unknown Anomaly | 192.168.1.48 → 10.0.0.37 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:56] DoS/DDoS | 192.168.1.218 → 10.0.0.8 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:40:57] Unknown Anomaly | 192.168.1.18 → 10.0.0.45 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:58] Unknown Anomaly | 192.168.1.253 → 10.0.0.4 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:58] DoS/DDoS | 192.168.1.92 → 10.0.0.9 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:40:59] Unknown Anomaly | 192.168.1.33 → 10.0.0.4 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:40:59] Unknown Anomaly | 192.168.1.176 → 10.0.0.50 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:01] DoS/DDoS | 192.168.1.105 → 10.0.0.27 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:02] Unknown Anomaly | 192.168.1.170 → 10.0.0.20 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:04] Unknown Anomaly | 192.168.1.69 → 10.0.0.8 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:05] Unknown Anomaly | 192.168.1.154 → 10.0.0.17 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:07] Unknown Anomaly | 192.168.1.116 → 10.0.0.42 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:07] Unknown Anomaly | 192.168.1.223 → 10.0.0.47 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:09] Unknown Anomaly | 192.168.1.199 → 10.0.0.17 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:10] Unknown Anomaly | 192.168.1.148 → 10.0.0.43 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:10] Unknown Anomaly | 192.168.1.181 → 10.0.0.31 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:11] Unknown Anomaly | 192.168.1.109 → 10.0.0.33 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:12] Unknown Anomaly | 192.168.1.74 → 10.0.0.40 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:13] Unknown Anomaly | 192.168.1.38 → 10.0.0.30 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:14] Unknown Anomaly | 192.168.1.191 → 10.0.0.21 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:16] Unknown Anomaly | 192.168.1.98 → 10.0.0.22 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:17] Unknown Anomaly | 192.168.1.91 → 10.0.0.34 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:17] Unknown Anomaly | 192.168.1.128 → 10.0.0.44 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:18] DoS/DDoS | 192.168.1.70 → 10.0.0.7 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:19] Unknown Anomaly | 192.168.1.134 → 10.0.0.15 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:21] DoS/DDoS | 192.168.1.13 → 10.0.0.25 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:22] Unknown Anomaly | 192.168.1.68 → 10.0.0.27 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:23] Unknown Anomaly | 192.168.1.155 → 10.0.0.30 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:24] Unknown Anomaly | 192.168.1.159 → 10.0.0.3 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:25] Unknown Anomaly | 192.168.1.229 → 10.0.0.27 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:25] Unknown Anomaly | 192.168.1.61 → 10.0.0.22 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:27] Unknown Anomaly | 192.168.1.55 → 10.0.0.26 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:27] Unknown Anomaly | 192.168.1.103 → 10.0.0.24 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:28] DoS/DDoS | 192.168.1.14 → 10.0.0.46 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:29] Unknown Anomaly | 192.168.1.67 → 10.0.0.50 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:31] Unknown Anomaly | 192.168.1.124 → 10.0.0.10 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:31] Unknown Anomaly | 192.168.1.156 → 10.0.0.41 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:32] DoS/DDoS | 192.168.1.157 → 10.0.0.10 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:32] Unknown Anomaly | 192.168.1.168 → 10.0.0.27 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:34] Unknown Anomaly | 192.168.1.36 → 10.0.0.1 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:34] DoS/DDoS | 192.168.1.110 → 10.0.0.28 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:35] DoS/DDoS | 192.168.1.31 → 10.0.0.20 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:37] Port Scan | 192.168.1.205 → 10.0.0.32 | conf=0.65 | Hybrid (IF anomaly, RF suggests Port Scan) | action=IP Blocked
[2026-04-04 12:41:38] DoS/DDoS | 192.168.1.42 → 10.0.0.45 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:39] Unknown Anomaly | 192.168.1.77 → 10.0.0.30 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:39] Unknown Anomaly | 192.168.1.72 → 10.0.0.9 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:41] DoS/DDoS | 192.168.1.23 → 10.0.0.40 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:42] Unknown Anomaly | 192.168.1.247 → 10.0.0.1 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:42] Unknown Anomaly | 192.168.1.56 → 10.0.0.46 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:44] Unknown Anomaly | 192.168.1.198 → 10.0.0.31 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:45] Unknown Anomaly | 192.168.1.7 → 10.0.0.35 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:46] DoS/DDoS | 192.168.1.214 → 10.0.0.29 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:47] Unknown Anomaly | 192.168.1.99 → 10.0.0.41 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:48] DoS/DDoS | 192.168.1.184 → 10.0.0.37 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:49] Unknown Anomaly | 192.168.1.166 → 10.0.0.30 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:52] DoS/DDoS | 192.168.1.241 → 10.0.0.47 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 12:41:55] Unknown Anomaly | 192.168.1.30 → 10.0.0.14 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:58] Unknown Anomaly | 192.168.1.185 → 10.0.0.7 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:41:59] Unknown Anomaly | 192.168.1.145 → 10.0.0.14 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:42:00] Unknown Anomaly | 192.168.1.220 → 10.0.0.3 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:42:00] Unknown Anomaly | 192.168.1.195 → 10.0.0.3 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:42:01] Unknown Anomaly | 192.168.1.245 → 10.0.0.32 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:45:13] Unknown Anomaly | 192.168.29.191 → 192.168.29.40 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:45:13] Unknown Anomaly | 192.168.29.40 → 192.168.29.191 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:45:19] Unknown Anomaly | 20.60.225.65 → 192.168.29.40 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:46:13] Unknown Anomaly | 204.79.197.222 → 192.168.29.40 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:51:18] Port Scan | 10.200.1.247 → 10.0.0.45 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:18] DoS/DDoS | 172.16.3.85 → 10.0.0.46 | conf=1.0 | Hybrid (RF + IF agree) | action=IP Blocked
[2026-04-04 12:51:19] Port Scan | 10.200.1.235 → 10.0.0.44 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:20] Brute Force | 203.0.113.28 → 10.0.0.18 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:21] Brute Force | 203.0.113.178 → 10.0.0.8 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:24] Unknown Anomaly | 192.168.1.189 → 10.0.0.11 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:51:27] Brute Force | 203.0.113.157 → 10.0.0.35 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:28] DoS/DDoS | 172.16.1.89 → 10.0.0.21 | conf=1.0 | Random Forest | action=IP Blocked
